,0,1,2,3,4,5,6,7,8,9
0,43375.30541335809,2013.687652706679,3.0,6341.529860338689,0.5,0.47589067561887083,31413.754551894228,2.0,1.0,1.0
1,62405.49401898978,2015.9434567203673,3.0,3778.806396338232,0.5,0.47641358199081624,52371.35414860143,2.0,1.0,1.0
2,64475.59451378773,2019.4364831047412,2.5635168952588447,10349.530679607835,0.5,0.4436483104741155,56641.13268710654,2.0,1.0,1.0
3,42194.57353117977,2013.0972867655898,3.0,6812.894895302592,0.5,0.4843244747772874,29808.330279294685,2.0,1.0,1.0
4,52779.15646536125,2019.0,3.0,4935.069985994435,0.5,0.41356492816265283,41734.90534573728,1.864350718373472,1.135649281626528,1.0
5,50552.31479841485,2019.0,3.0,10106.291190347729,0.5,0.4383076133509461,34210.6547799773,1.6169238664905392,1.3830761335094608,1.0
6,54000.0,2019.0,3.0,2100.0,0.5,0.45390964564309333,45860.0,2.0,1.0,1.0
7,48709.044166255975,2019.0,3.0,14386.775213916686,0.5,0.45878839815271144,27982.44812176046,1.4121160184728858,1.5878839815271142,1.0
8,49403.8938205712,2019.0,3.0,12773.179905562447,0.5,0.45106784643809783,30330.26789817445,1.4893215356190217,1.5106784643809783,1.0
9,52362.1285578108,2019.0,3.0,5903.501460194919,0.5,0.41819857157988,40325.81438255849,1.8180142842012001,1.1819857157987999,1.0
10,50956.47200378332,2019.0,3.0,9167.74834676985,0.5,0.4338169777357409,35576.25707056119,1.661830222642591,1.338169777357409,1.0
11,77708.20582053324,2019.9878419091888,2.0121580908111145,20770.212083669932,0.5,0.49878419091888854,70259.69515696546,2.0,1.0,1.0
12,56114.37989641133,2018.231134583123,3.0,2522.2993302196087,0.5,0.4192216354219212,47497.913997572745,2.0,1.0,1.0
13,54191.815084454865,2019.0,2.9040924577725686,3049.388760509345,0.5,0.40959075422274316,44290.96699529055,1.9040924577725684,1.0959075422274316,1.0
14,49386.67492124914,2019.0,3.0,12813.166016210325,0.5,0.4512591675416762,30272.08715057627,1.487408324583238,1.512591675416762,1.0
15,53832.690031155806,2019.0,3.0,2488.5309276492926,0.5,0.4018589996538244,45294.67820527201,1.9814100034617563,1.0185899965382437,1.0
16,60525.83717366188,2019.2719098822358,2.728090117764088,7239.09677425873,0.5,0.4271909882235912,52576.17409122702,2.0,1.0,1.0
17,71130.38594389026,2019.7137660809954,2.286233919004572,15590.178930813581,0.5,0.47137660809954274,63490.02220058706,2.0,1.0,1.0
18,54953.30975397585,2018.6533419076452,3.0,2290.4019572259044,0.5,0.40866645230887144,46598.48573414355,2.0,1.0,1.0
19,62579.153664334386,2015.880307758424,3.0,3813.4909636856955,0.5,0.4779923060394035,52505.88038222965,2.0,1.0,1.0
20,48043.99977161475,2019.0,3.0,15931.156085916853,0.5,0.46617778031539164,25735.3370060894,1.3382221968460835,1.6617778031539165,1.0
21,54000.0,2019.0,3.0,2100.0,0.5,0.5414596135172597,45860.0,2.0,1.0,1.0
22,53003.13067835827,2019.0,3.0,4414.9520913680135,0.5,0.4110763257960192,42491.68932543056,1.889236742039808,1.110763257960192,1.0
23,49113.34729353488,2019.0,3.0,13447.893507235674,0.5,0.4542961411829458,29348.54346626618,1.4570385881705419,1.5429614118294581,1.0
24,53427.37123267663,2019.0,3.0,3429.7712485620427,0.5,0.40636254185914855,43925.15102063293,1.9363745814085147,1.0636254185914853,1.0
25,52223.08869838965,2018.2102616437287,3.0,6226.185476928307,0.5,0.4197434589067817,38671.43622722915,2.0,1.0,1.0
26,58846.311635038874,2019.20192965146,2.7980703485400467,5916.470412593117,0.5,0.42019296514599536,50847.66239106085,2.0,1.0,1.0
27,49014.00269906773,2016.7840011995856,3.0,13678.039732464833,0.5,0.45539997001035853,25688.95401918347,2.0,1.0,1.0
28,51036.312635228685,2019.0,3.0,8982.340658191173,0.5,0.4329298596085702,35846.0296930338,1.670701403914298,1.329298596085702,1.0
29,54000.0,2019.0,3.0,2100.0,0.5,0.43198650607925915,45860.0,2.0,1.0,1.0
30,52354.806530418464,2019.0,3.0,5920.5048349171175,0.5,0.4182799274397948,40301.074065558394,1.817200725602052,1.182799274397948,1.0
31,66302.62592787575,2019.5126094136615,2.4873905863385106,11788.317918202154,0.5,0.45126094136614897,58521.452517438796,2.0,1.0,1.0
32,54000.0,2019.0,3.0,2100.0,0.5,0.5734079610955682,45860.0,2.0,1.0,1.0
33,71733.06283662893,2019.7388776181929,2.2611223818071275,16064.786983845288,0.5,0.47388776181928727,64110.27716936395,2.0,1.0,1.0
34,60790.19568678888,2016.5308379320768,3.0,3456.187265806833,0.5,0.4617290516980807,51120.05595329685,2.0,1.0,1.0
35,45899.26173068849,2019.0,3.0,20911.714425401173,0.5,0.4900082029923501,18488.50547002633,1.099917970076499,1.900082029923501,1.0
36,64545.35279993766,2019.4393896999975,2.5606103000025975,10404.465329950905,0.5,0.44393896999974025,56712.92558993584,2.0,1.0,1.0
37,62354.04539696266,2015.9621653101954,3.0,3768.5307033751787,0.5,0.4759458672451151,52331.49923969075,2.0,1.0,1.0
38,54000.0,2019.0,3.0,2100.0,0.5,0.596527207296633,45860.0,2.0,1.0,1.0
39,54000.0,2019.0,3.0,2100.0,0.5,0.4899937329034204,45860.0,2.0,1.0,1.0
40,54190.693011454,2019.0,2.9046534942730005,3043.835060191567,0.5,0.40953465057269994,44300.14546828215,1.9046534942730005,1.0953465057269995,1.0
41,54000.0,2019.0,3.0,2100.0,0.5,0.5252637525058866,45860.0,2.0,1.0,1.0
42,54000.0,2019.0,3.0,2100.0,0.5,0.5650655769135129,45860.0,2.0,1.0,1.0
43,55941.64503025153,2019.0,2.029177484874237,11710.172077229927,0.5,0.4970822515125763,29977.48927591979,1.029177484874237,1.970822515125763,1.0
44,49329.585039559905,2019.0,3.0,12945.741408133114,0.5,0.45189349956044556,30079.186783668516,1.481065004395545,1.518934995604455,1.0
45,54000.0,2019.0,3.0,2100.0,0.5,0.47386340981563646,45860.0,2.0,1.0,1.0
46,55101.83660547745,2019.0,2.4490816972612737,7553.540278810653,0.5,0.4550918302738727,36847.05920493985,1.4490816972612737,1.5509183027387263,1.0
47,56028.669162463884,2018.2623021227405,3.0,2505.1805590848317,0.5,0.41844244693148985,47431.51778792611,2.0,1.0,1.0
48,51023.19469379357,2019.0,3.0,9012.80343330159,0.5,0.43307561451340476,35801.70562647362,1.6692438548659525,1.3307561451340475,1.0
49,54000.0,2019.0,3.0,2100.0,0.5,0.5709795233107097,45860.0,2.0,1.0,1.0
50,60300.689547867485,2016.7088401644119,3.0,3358.419539696806,0.5,0.45727899588970444,50740.85779775349,2.0,1.0,1.0
51,55668.58163747477,2019.0,2.165709181262619,10358.644814681338,0.5,0.4834290818737381,32211.127349079252,1.1657091812626186,1.8342908187373814,1.0
52,67901.8574702566,2019.5792440612606,2.4207559387393083,13047.71275782707,0.5,0.45792440612606916,60167.32831313908,2.0,1.0,1.0
53,50310.68446462937,2019.0,3.0,10667.41052102735,0.5,0.44099239483745145,33394.212729931016,1.5900760516254855,1.4099239483745145,1.0
54,50848.66251472241,2017.5994055620988,3.0,9417.755789424034,0.5,0.4350148609475288,33111.1416512962,2.0,1.0,1.0
55,46693.011304782674,2019.0,3.0,19068.45152556023,0.5,0.4811887632801925,21170.497086493462,1.188112367198075,1.811887632801925,1.0
56,47172.78887342853,2019.0,3.0,17954.301393927082,0.5,0.4758579014063497,22791.612182329063,1.2414209859365033,1.7585790140634967,1.0
57,47789.00824435524,2019.0,3.0,16523.30307699729,0.5,0.46901101950716406,24873.74896787141,1.3098898049283594,1.6901101950716406,1.0
58,65110.15726952892,2019.4629232195637,2.537076780436295,10849.248849754023,0.5,0.44629232195637053,57294.203523223514,2.0,1.0,1.0
59,50942.62128835061,2019.0,3.0,9199.912785941362,0.5,0.4339708745738821,35529.457042082446,1.6602912542611787,1.3397087457388213,1.0
60,49532.44129832756,2019.0,3.0,12474.664096105995,0.5,0.4496395411296938,30764.61554246013,1.5036045887030625,1.4963954112969375,1.0
61,73783.83670112719,2019.8243265292135,2.175673470786367,17679.771402137667,0.5,0.48243265292136334,66220.86527157674,2.0,1.0,1.0
62,47289.074455007576,2016.0173664244478,3.0,17683.5147738663,0.5,0.47456583938880476,18710.68972729528,2.0,1.0,1.0
63,52497.07156399673,2019.0,3.0,5590.13381249648,0.5,0.4166992048444808,40781.7718067934,1.8330079515551922,1.1669920484448078,1.0
64,48912.22308457295,2016.4561115422864,3.0,4131.1132271658425,0.5,0.43634126368162185,38942.2224106212,2.0,1.0,1.0
